Estimate_status,Year,Species_group,Sub_group,Total_harvest_(A+B1),PSE,Total_weight_lb,PSE,Total_weight_kg,PSE
FINAL,2003,CARTILAGINOUS FISHES,OTHER SHARKS,38266,37.1,96688,59.7,43857,59.7
FINAL,2003,CARTILAGINOUS FISHES,SKATES/RAYS,966,100.8,0,.,0,.
FINAL,2003,CATFISHES,SALTWATER CATFISHES,972,99,0,.,0,.
FINAL,2003,DOLPHINS,DOLPHINS,245651,19.4,3029205,22,1374038,22
FINAL,2003,DRUMS,ATLANTIC CROAKER,1127298,18.8,708487,23.2,321367,23.2
FINAL,2003,DRUMS,BLACK DRUM,1265995,42.6,1926671,32.3,873932,32.3
FINAL,2003,DRUMS,KINGFISHES,1480768,12.9,807324,15.6,366200,15.6
FINAL,2003,DRUMS,OTHER DRUM,1065,100.3,0,.,0,.
FINAL,2003,DRUMS,RED DRUM,73202,18.9,359181,19.1,162923,19.1
FINAL,2003,DRUMS,SILVER PERCH,182504,59.9,43470,58.7,19718,58.7
FINAL,2003,DRUMS,SPOT,9717824,17.7,4220534,17.3,1914422,17.3
FINAL,2003,DRUMS,SPOTTED SEATROUT,388715,20.8,515678,19.5,233910,19.5
FINAL,2003,DRUMS,WEAKFISH,291168,18.4,309412,17.6,140348,17.6
FINAL,2003,EELS,EELS,1449,101.3,2575,101.3,1168,101.3
FINAL,2003,FLOUNDERS,GULF FLOUNDER,4051,59,7132,61,3235,61
FINAL,2003,FLOUNDERS,OTHER FLOUNDERS,66807,45.7,0,.,0,.
FINAL,2003,FLOUNDERS,SOUTHERN FLOUNDER,293793,15.4,621985,15.7,282130,15.7
FINAL,2003,FLOUNDERS,SUMMER FLOUNDER,177360,19.2,273895,19.3,124238,19.3
FINAL,2003,GRUNTS,OTHER GRUNTS,11611,57.4,915,100.1,415,100.1
FINAL,2003,GRUNTS,PIGFISH,1537595,20.2,602742,20.5,273402,20.5
FINAL,2003,GRUNTS,WHITE GRUNT,146426,34.6,236464,33.7,107259,33.7
FINAL,2003,HERRINGS,HERRINGS,3478937,21.6,1866,100,846,100
FINAL,2003,JACKS,BLUE RUNNER,2766,60.7,16086,61.6,7297,61.6
FINAL,2003,JACKS,FLORIDA POMPANO,770738,24.9,483289,21.6,219218,21.6
FINAL,2003,JACKS,GREATER AMBERJACK,6198,43.3,139546,43.2,63297,43.2
FINAL,2003,JACKS,OTHER JACKS,70522,70.4,64775,71.8,29382,71.8
FINAL,2003,MULLETS,MULLETS,5856766,19.1,1625720,38.8,737422,38.8
FINAL,2003,OTHER FISHES,OTHER FISHES,622249,30.9,322352,31.7,146218,31.7
FINAL,2003,PORGIES,OTHER PORGIES,13350,35.5,23787,36,10790,36
FINAL,2003,PORGIES,PINFISHES,1050917,19.1,416443,22.4,188897,22.4
FINAL,2003,PORGIES,RED PORGY,20739,32.2,48241,33.3,21882,33.3
FINAL,2003,PORGIES,SCUP,6990,97,0,.,0,.
FINAL,2003,PORGIES,SHEEPSHEAD,294989,23.4,983640,25.2,446176,25.2
FINAL,2003,PUFFERS,PUFFERS,848323,52.4,660167,58.5,299450,58.5
FINAL,2003,SEA BASSES,BLACK SEA BASS,327249,22.1,320436,21.4,145349,21.4
FINAL,2003,SEA BASSES,EPINEPHELUS GROUPERS,12436,33.6,98547,38.4,44700,38.4
FINAL,2003,SEA BASSES,MYCTEROPERCA GROUPERS,18525,33.1,203976,39.4,92523,39.4
FINAL,2003,SEA BASSES,OTHER SEA BASSES,41503,84.8,6813,86,3090,86
FINAL,2003,SNAPPERS,RED SNAPPER,2733,66.2,9290,60,4214,60
FINAL,2003,SNAPPERS,VERMILION SNAPPER,26230,68.6,45218,67.4,20511,67.4
FINAL,2003,TEMPERATE BASSES,STRIPED BASS,249578,29.8,1853008,29.9,840519,29.9
FINAL,2003,TEMPERATE BASSES,WHITE PERCH,84739,68.1,0,.,0,.
FINAL,2003,TOADFISHES,TOADFISHES,1429,100.9,788,100.9,357,100.9
FINAL,2003,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,28884,31.1,62147,31.4,28190,31.4
FINAL,2003,TUNAS AND MACKERELS,ATLANTIC MACKEREL,6065,99.1,0,.,0,.
FINAL,2003,TUNAS AND MACKERELS,KING MACKEREL,153339,17.1,1388145,17.3,629658,17.3
FINAL,2003,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,12294,29.3,79071,35.5,35866,35.5
FINAL,2003,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,212454,17.4,5858008,18,2657175,18
FINAL,2003,TUNAS AND MACKERELS,SPANISH MACKEREL,540399,15.3,641024,14.5,290767,14.5
FINAL,2003,WRASSES,OTHER WRASSES,230,97.3,1719,97.3,780,97.3
FINAL,2003,WRASSES,TAUTOG,12647,49.7,28862,51.2,13092,51.2
FINAL,2004,BARRACUDAS,BARRACUDAS,9691,62.2,103666,67.7,47023,67.7
FINAL,2004,BLUEFISH,BLUEFISH,2825382,12.9,2773518,12.9,1258059,12.9
FINAL,2004,CARTILAGINOUS FISHES,DOGFISH SHARKS,2574,78.8,31524,75.2,14299,75.2
FINAL,2004,CARTILAGINOUS FISHES,OTHER SHARKS,9691,45.1,90678,68.7,41131,68.7
FINAL,2004,CARTILAGINOUS FISHES,SKATES/RAYS,6308,62.6,0,.,0,.
FINAL,2004,CATFISHES,FRESHWATER CATFISHES,4737,100.3,0,.,0,.
FINAL,2004,DOLPHINS,DOLPHINS,324508,16.3,2447442,15.7,1110153,15.7
FINAL,2004,DRUMS,ATLANTIC CROAKER,1218206,26.1,683113,24.1,309858,24.1
FINAL,2004,DRUMS,BLACK DRUM,296531,21.1,566484,20.5,256955,20.5
FINAL,2004,DRUMS,KINGFISHES,2638464,14.5,1262102,19.1,572486,19.1
FINAL,2004,DRUMS,OTHER DRUM,21104,48.3,0,.,0,.
FINAL,2004,DRUMS,RED DRUM,58543,26,245163,29.7,111205,29.7
FINAL,2004,DRUMS,SILVER PERCH,23639,35.3,5642,35.6,2559,35.6
FINAL,2004,DRUMS,SPOT,7845322,12.4,3682623,14.4,1670427,14.4
FINAL,2004,DRUMS,SPOTTED SEATROUT,560834,20.2,728027,21.3,330231,21.3
FINAL,2004,DRUMS,WEAKFISH,395268,18.5,428627,18.4,194424,18.4
FINAL,2004,FLOUNDERS,GULF FLOUNDER,23437,36.5,31836,40.9,14441,40.9
FINAL,2004,FLOUNDERS,OTHER FLOUNDERS,55922,25.3,0,.,0,.
FINAL,2004,FLOUNDERS,SOUTHERN FLOUNDER,347492,15.2,827593,18.4,375394,18.4
FINAL,2004,FLOUNDERS,SUMMER FLOUNDER,318632,22.2,467869,26,212224,26
FINAL,2004,GRUNTS,OTHER GRUNTS,6407,84.6,2022,79.4,917,79.4
FINAL,2004,GRUNTS,PIGFISH,696142,26.1,282523,25.3,128152,25.3
FINAL,2004,GRUNTS,WHITE GRUNT,184996,29.3,264518,30.6,119985,30.6
FINAL,2004,HERRINGS,HERRINGS,2098414,20.1,457813,20.2,207662,20.2
FINAL,2004,JACKS,BLUE RUNNER,3143,94.2,2938,73.7,1333,73.7
FINAL,2004,JACKS,FLORIDA POMPANO,1108124,24.7,518316,23.4,235107,23.4
FINAL,2004,JACKS,GREATER AMBERJACK,1949,33.8,40556,33.6,18396,33.6
FINAL,2004,JACKS,OTHER JACKS,14523,60.7,50912,52.3,23094,52.3
FINAL,2004,MULLETS,MULLETS,4795878,16.1,2714,101.7,1231,101.7
FINAL,2004,OTHER FISHES,OTHER FISHES,338184,31.5,471979,37.2,214088,37.2
FINAL,2004,PORGIES,OTHER PORGIES,14376,33.8,23640,35.7,10723,35.7
FINAL,2004,PORGIES,PINFISHES,651609,47.5,173822,43.7,78845,43.7
FINAL,2004,PORGIES,RED PORGY,38666,41.2,80371,45.4,36456,45.4
FINAL,2004,PORGIES,SCUP,2454,59.8,1162,58.8,527,58.8
FINAL,2004,PORGIES,SHEEPSHEAD,86554,23.8,453372,26.4,205648,26.4
FINAL,2004,PUFFERS,PUFFERS,270759,29.9,160160,30.6,72648,30.6
FINAL,2004,SEA BASSES,BLACK SEA BASS,547651,33.1,509890,30.4,231285,30.4
FINAL,2004,SEA BASSES,EPINEPHELUS GROUPERS,56464,42.1,452907,59.7,205437,59.7
FINAL,2004,SEA BASSES,MYCTEROPERCA GROUPERS,45334,37.2,559382,46.5,253734,46.5
FINAL,2004,SEA BASSES,OTHER SEA BASSES,13001,56.3,9970,55.9,4522,55.9
FINAL,2004,SNAPPERS,OTHER SNAPPERS,112,105.3,0,.,0,.
FINAL,2004,SNAPPERS,RED SNAPPER,2947,98.4,30852,98.5,13994,98.5
FINAL,2004,SNAPPERS,VERMILION SNAPPER,81450,60.1,139763,65.8,63396,65.8
FINAL,2004,TEMPERATE BASSES,STRIPED BASS,779798,20.3,9658886,17.4,4381242,17.4
FINAL,2004,TEMPERATE BASSES,WHITE PERCH,1134,101.6,425,101.6,193,101.6
FINAL,2004,TOADFISHES,TOADFISHES,238,101.6,367,101.6,167,101.6
FINAL,2004,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,28050,49.3,95516,50.7,43326,50.7
FINAL,2004,TUNAS AND MACKERELS,KING MACKEREL,191584,17.7,2276035,22.9,1032403,22.9
FINAL,2004,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,7955,31.7,95088,32.2,43132,32.2
FINAL,2004,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,291533,19.2,7777091,20.9,3527666,20.9
FINAL,2004,TUNAS AND MACKERELS,SPANISH MACKEREL,534720,18.7,819978,20,371940,20
FINAL,2004,WRASSES,OTHER WRASSES,454,101.3,1300,101.3,590,101.3
FINAL,2004,WRASSES,TAUTOG,15830,76.1,42771,74.4,19401,74.4
FINAL,2005,BARRACUDAS,BARRACUDAS,5883,59.1,60348,55.2,27374,55.2
FINAL,2005,BLUEFISH,BLUEFISH,3004921,14.6,2938814,16.6,1333037,16.6
FINAL,2005,CARTILAGINOUS FISHES,DOGFISH SHARKS,37180,64.9,275611,64.5,125016,64.5
FINAL,2005,CARTILAGINOUS FISHES,OTHER SHARKS,36923,52.7,296693,77.4,134579,77.4
FINAL,2005,CARTILAGINOUS FISHES,SKATES/RAYS,7750,86.6,4729,101,2145,101
FINAL,2005,DOLPHINS,DOLPHINS,634260,17.1,5664028,17.8,2569186,17.8
FINAL,2005,DRUMS,ATLANTIC CROAKER,672437,22.4,323380,22,146684,22
FINAL,2005,DRUMS,BLACK DRUM,465076,29.4,509328,30.8,231030,30.8
FINAL,2005,DRUMS,KINGFISHES,1796386,17.9,685871,18.2,311109,18.2
FINAL,2005,DRUMS,OTHER DRUM,30400,59.9,0,.,0,.
FINAL,2005,DRUMS,RED DRUM,103275,19.9,470914,22.1,213605,22.1
FINAL,2005,DRUMS,SILVER PERCH,80394,74.8,25698,71.1,11656,71.1
FINAL,2005,DRUMS,SPOT,10105205,19.2,3652186,19.8,1656621,19.8
FINAL,2005,DRUMS,SPOTTED SEATROUT,1517647,31.9,1695036,26.5,768863,26.5
FINAL,2005,DRUMS,WEAKFISH,297605,19.5,281710,20,127783,20
FINAL,2005,FLOUNDERS,GULF FLOUNDER,6088,50.1,8821,51.9,4001,51.9
FINAL,2005,FLOUNDERS,OTHER FLOUNDERS,132338,53.8,0,.,0,.
FINAL,2005,FLOUNDERS,SOUTHERN FLOUNDER,298307,16.2,675856,17.3,306566,17.3
FINAL,2005,FLOUNDERS,SUMMER FLOUNDER,202797,22.6,289495,23.2,131314,23.2
FINAL,2005,GRUNTS,PIGFISH,1160195,42,576835,48.1,261651,48.1
FINAL,2005,GRUNTS,WHITE GRUNT,207542,35.3,345702,37.7,156809,37.7
FINAL,2005,HERRINGS,HERRINGS,1942354,26.1,426234,26.2,193339,26.2
FINAL,2005,JACKS,BLUE RUNNER,169,69.9,1061,97.8,481,97.8
FINAL,2005,JACKS,CREVALLE JACK,1067,101.5,353,101.5,160,101.5
FINAL,2005,JACKS,FLORIDA POMPANO,407705,26.5,211710,32.8,96031,32.8
FINAL,2005,JACKS,GREATER AMBERJACK,2956,70,78610,55.7,35657,55.7
FINAL,2005,JACKS,OTHER JACKS,156133,56.3,39258,48.3,17807,48.3
FINAL,2005,MULLETS,MULLETS,4498514,21.4,13668,63.1,6200,63.1
FINAL,2005,OTHER FISHES,OTHER FISHES,537423,27.4,646469,32.4,293236,32.4
FINAL,2005,PORGIES,OTHER PORGIES,22683,46.9,44871,54.6,20354,54.6
FINAL,2005,PORGIES,PINFISHES,380749,21.2,103037,19.4,46737,19.4
FINAL,2005,PORGIES,RED PORGY,23004,36.5,44572,36.7,20218,36.7
FINAL,2005,PORGIES,SCUP,2835,65.6,1951,66.6,885,66.6
FINAL,2005,PORGIES,SHEEPSHEAD,87504,40,340227,41.9,154326,41.9
FINAL,2005,PUFFERS,PUFFERS,240952,48.6,147256,53.7,66795,53.7
FINAL,2005,SEA BASSES,BLACK SEA BASS,346733,28.2,453071,41.7,205512,41.7
FINAL,2005,SEA BASSES,EPINEPHELUS GROUPERS,48533,34.1,541703,37.6,245715,37.6
FINAL,2005,SEA BASSES,MYCTEROPERCA GROUPERS,41322,48.7,336680,38.5,152717,38.5
FINAL,2005,SEA BASSES,OTHER SEA BASSES,3645,86.2,4947,84.3,2244,84.3
FINAL,2005,SNAPPERS,RED SNAPPER,7492,66.3,64727,63,29360,63
FINAL,2005,SNAPPERS,VERMILION SNAPPER,97725,83.1,149227,79.4,67689,79.4
FINAL,2005,TEMPERATE BASSES,STRIPED BASS,269289,19.5,4645566,21.8,2107215,21.8
FINAL,2005,TEMPERATE BASSES,WHITE PERCH,148712,96.3,32785,96.3,14871,96.3
FINAL,2005,TOADFISHES,TOADFISHES,7285,101,11242,101,5099,101
FINAL,2005,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,18469,58.1,56314,56.9,25544,56.9
FINAL,2005,TUNAS AND MACKERELS,ATLANTIC MACKEREL,55783,86,0,.,0,.
FINAL,2005,TUNAS AND MACKERELS,KING MACKEREL,175070,16,1349536,15.9,612146,15.9
FINAL,2005,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,6938,47.1,69868,45.2,31692,45.2
FINAL,2005,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,292343,19.1,8649789,20.8,3923519,20.8
FINAL,2005,TUNAS AND MACKERELS,SPANISH MACKEREL,561073,16.1,526054,16.6,238617,16.6
FINAL,2005,WRASSES,OTHER WRASSES,1917,71.2,19319,72.2,8763,72.2
FINAL,2005,WRASSES,TAUTOG,27090,85.3,56378,83.9,25573,83.9
FINAL,2006,BARRACUDAS,BARRACUDAS,158,54.6,1446,51.9,656,51.9
FINAL,2006,BLUEFISH,BLUEFISH,2842593,17.3,2651326,21.6,1202634,21.6
FINAL,2006,CARTILAGINOUS FISHES,DOGFISH SHARKS,5775,56.6,71369,65.1,32373,65.1
FINAL,2006,CARTILAGINOUS FISHES,OTHER SHARKS,10358,55.3,71726,52.3,32535,52.3
FINAL,2006,CARTILAGINOUS FISHES,SKATES/RAYS,9841,50.3,16759,79.8,7602,79.8
FINAL,2006,CODS AND HAKES,OTHER CODS/HAKES,889,101.5,196,101.5,89,101.5
FINAL,2006,DOLPHINS,DOLPHINS,551924,13.4,4300459,13.4,1950675,13.4
FINAL,2006,DRUMS,ATLANTIC CROAKER,1376403,23.9,498741,23.3,226228,23.3
FINAL,2006,DRUMS,BLACK DRUM,276257,22.5,431212,25.6,195597,25.6
FINAL,2006,DRUMS,KINGFISHES,2649616,21.6,725272,21,328981,21
FINAL,2006,DRUMS,OTHER DRUM,109130,68.6,399,100.5,181,100.5
FINAL,2006,DRUMS,RED DRUM,127412,17.5,569699,18.9,258414,18.9
FINAL,2006,DRUMS,SILVER PERCH,96074,42.3,17550,43.3,7960,43.3
FINAL,2006,DRUMS,SPOT,11109551,39.4,3995432,40.4,1812316,40.4
FINAL,2006,DRUMS,SPOTTED SEATROUT,1444778,16.6,2034469,16.7,922829,16.7
FINAL,2006,DRUMS,WEAKFISH,343092,18.1,302775,19.6,137338,19.6
FINAL,2006,FLOUNDERS,GULF FLOUNDER,702,101,1394,101,632,101
FINAL,2006,FLOUNDERS,OTHER FLOUNDERS,56961,26.3,0,.,0,.
FINAL,2006,FLOUNDERS,SOUTHERN FLOUNDER,352942,17.9,761069,21.8,345219,21.8
FINAL,2006,FLOUNDERS,SUMMER FLOUNDER,254653,18.3,326684,17.5,148183,17.5
FINAL,2006,GRUNTS,OTHER GRUNTS,311,102.1,0,.,0,.
FINAL,2006,GRUNTS,PIGFISH,662750,23.8,265398,23.6,120384,23.6
FINAL,2006,GRUNTS,WHITE GRUNT,151440,39.2,235456,40.6,106802,40.6
FINAL,2006,HERRINGS,HERRINGS,3441934,19.4,755228,19.5,342569,19.5
FINAL,2006,JACKS,BLUE RUNNER,152,97.2,344,92,156,92
FINAL,2006,JACKS,CREVALLE JACK,14,100.7,13,100.7,6,100.7
FINAL,2006,JACKS,FLORIDA POMPANO,247766,30.6,121883,35.1,55286,35.1
FINAL,2006,JACKS,GREATER AMBERJACK,14023,67.9,289118,68.2,131143,68.2
FINAL,2006,JACKS,OTHER JACKS,53112,40.3,26866,45.6,12186,45.6
FINAL,2006,MULLETS,MULLETS,3665547,21.1,44397,65.1,20138,65.1
FINAL,2006,OTHER FISHES,OTHER FISHES,421340,27.9,563143,28.2,255440,28.2
FINAL,2006,PORGIES,OTHER PORGIES,4000,54.1,6132,63.2,2781,63.2
FINAL,2006,PORGIES,PINFISHES,449974,27.4,105569,23.2,47886,23.2
FINAL,2006,PORGIES,RED PORGY,13177,48.8,23880,46.8,10832,46.8
FINAL,2006,PORGIES,SCUP,1132,79.8,1101,88.8,499,88.8
FINAL,2006,PORGIES,SHEEPSHEAD,137312,32.8,445182,33.4,201933,33.4
FINAL,2006,PUFFERS,PUFFERS,238424,61.5,104616,81.5,47453,81.5
FINAL,2006,SEA BASSES,BLACK SEA BASS,190962,27.6,201508,30.4,91403,30.4
FINAL,2006,SEA BASSES,EPINEPHELUS GROUPERS,71647,38.6,1017824,50.6,461682,50.6
FINAL,2006,SEA BASSES,MYCTEROPERCA GROUPERS,52357,43.3,647106,37,293525,37
FINAL,2006,SEA BASSES,OTHER SEA BASSES,25400,47.2,6187,57.1,2806,57.1
FINAL,2006,SNAPPERS,RED SNAPPER,4271,91,4435,56,2012,56
FINAL,2006,SNAPPERS,VERMILION SNAPPER,32165,72.3,49725,71.2,22555,71.2
FINAL,2006,TEMPERATE BASSES,STRIPED BASS,189763,32.9,3422456,38.6,1552416,38.6
FINAL,2006,TEMPERATE BASSES,WHITE PERCH,30470,67.3,6717,67.3,3047,67.3
FINAL,2006,TOADFISHES,TOADFISHES,896,100.6,0,.,0,.
FINAL,2006,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,19668,63.9,64556,70,29282,70
FINAL,2006,TUNAS AND MACKERELS,KING MACKEREL,177369,17.9,1805814,22.3,819112,22.3
FINAL,2006,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,3319,41.4,29943,36.3,13582,36.3
FINAL,2006,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,280205,16.1,8259753,16.1,3746599,16.1
FINAL,2006,TUNAS AND MACKERELS,SPANISH MACKEREL,439736,15.7,624488,20.5,283266,20.5
FINAL,2006,WRASSES,OTHER WRASSES,2168,65.3,19365,69.8,8784,69.8
FINAL,2006,WRASSES,TAUTOG,2389,62.5,6036,59,2738,59
FINAL,2007,BARRACUDAS,BARRACUDAS,823,76.6,7288,73.1,3306,73.1
FINAL,2007,BLUEFISH,BLUEFISH,3749514,13.7,3616359,12.5,1640370,12.5
FINAL,2007,CARTILAGINOUS FISHES,DOGFISH SHARKS,5405,100.9,36342,100.9,16485,100.9
FINAL,2007,CARTILAGINOUS FISHES,OTHER SHARKS,14308,43.9,86110,37.5,39059,37.5
FINAL,2007,CARTILAGINOUS FISHES,SKATES/RAYS,15375,68,54916,73.2,24910,73.2
FINAL,2007,CODS AND HAKES,OTHER CODS/HAKES,1443,98.8,3181,98.8,1443,98.8
FINAL,2007,DOLPHINS,DOLPHINS,591835,14.3,5729879,15.6,2599056,15.6
FINAL,2007,DRUMS,ATLANTIC CROAKER,1058663,20.7,336486,21.5,152629,21.5
FINAL,2007,DRUMS,BLACK DRUM,876178,24.9,697822,19.7,316530,19.7
FINAL,2007,DRUMS,KINGFISHES,2277856,12.3,1026081,14,465427,14
FINAL,2007,DRUMS,OTHER DRUM,159112,32.4,0,.,0,.
FINAL,2007,DRUMS,RED DRUM,157577,15.2,789430,14.8,358083,14.8
FINAL,2007,DRUMS,SILVER PERCH,372042,58.9,64738,60.3,29365,60.3
FINAL,2007,DRUMS,SPOT,8728295,21.3,2737144,20.9,1241560,20.9
FINAL,2007,DRUMS,SPOTTED SEATROUT,1241296,14.8,1998275,14.2,906412,14.2
FINAL,2007,DRUMS,WEAKFISH,191192,19.7,202583,19.8,91891,19.8
FINAL,2007,FLOUNDERS,GULF FLOUNDER,45,100.7,137,100.7,62,100.7
FINAL,2007,FLOUNDERS,OTHER FLOUNDERS,83424,26.5,0,.,0,.
FINAL,2007,FLOUNDERS,SOUTHERN FLOUNDER,279916,18.2,572064,16.9,259487,16.9
FINAL,2007,FLOUNDERS,SUMMER FLOUNDER,251068,18.5,379387,19.9,172089,19.9
FINAL,2007,GRUNTS,OTHER GRUNTS,7354,97.1,2234,96.9,1013,96.9
FINAL,2007,GRUNTS,PIGFISH,719365,25.6,230770,26.6,104676,26.6
FINAL,2007,GRUNTS,WHITE GRUNT,175591,28.7,275721,28.9,125066,28.9
FINAL,2007,HERRINGS,HERRINGS,2146575,22.2,485682,23.5,220304,23.5
FINAL,2007,JACKS,BLUE RUNNER,67,100.4,201,100.4,91,100.4
FINAL,2007,JACKS,CREVALLE JACK,3370,101.2,3566,101.2,1618,101.2
FINAL,2007,JACKS,FLORIDA POMPANO,259331,27.4,121883,23.8,55286,23.8
FINAL,2007,JACKS,GREATER AMBERJACK,5789,67.2,90525,60.5,41062,60.5
FINAL,2007,JACKS,OTHER JACKS,13512,62.4,100600,51.7,45632,51.7
FINAL,2007,MULLETS,MULLETS,5353999,21.5,206717,74.8,93766,74.8
FINAL,2007,OTHER FISHES,OTHER FISHES,257552,25.7,757818,21.3,343744,21.3
FINAL,2007,PORGIES,OTHER PORGIES,7143,38.9,12084,42.4,5481,42.4
FINAL,2007,PORGIES,PINFISHES,309930,25,84523,23.3,38340,23.3
FINAL,2007,PORGIES,RED PORGY,37780,44.1,73430,44.3,33308,44.3
FINAL,2007,PORGIES,SCUP,406,100.1,224,100.1,102,100.1
FINAL,2007,PORGIES,SHEEPSHEAD,433872,30.1,1456396,29.5,660617,29.5
FINAL,2007,PUFFERS,PUFFERS,462058,62.1,93648,42.7,42478,42.7
FINAL,2007,SEA BASSES,BLACK SEA BASS,153597,37.9,302485,31.8,137206,31.8
FINAL,2007,SEA BASSES,EPINEPHELUS GROUPERS,111808,40,884281,44.5,401107,44.5
FINAL,2007,SEA BASSES,MYCTEROPERCA GROUPERS,48932,28.1,457131,28.7,207353,28.7
FINAL,2007,SEA BASSES,OTHER SEA BASSES,30216,83.1,6739,93.4,3057,93.4
FINAL,2007,SEAROBINS,SEAROBINS,1446,89.3,0,.,0,.
FINAL,2007,SNAPPERS,OTHER SNAPPERS,967,16.2,1898,16.2,861,16.2
FINAL,2007,SNAPPERS,RED SNAPPER,227,100.8,672,100.8,305,100.8
FINAL,2007,SNAPPERS,VERMILION SNAPPER,24603,44.6,34948,44.2,15853,44.2
FINAL,2007,TEMPERATE BASSES,STRIPED BASS,123787,26.4,2234841,29.9,1013717,29.9
FINAL,2007,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,70601,34,127338,32.6,57760,32.6
FINAL,2007,TUNAS AND MACKERELS,KING MACKEREL,339278,15.2,3099801,15.5,1406060,15.5
FINAL,2007,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,3098,42.9,29494,43.4,13378,43.4
FINAL,2007,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,231492,18.2,6478635,19.1,2938689,19.1
FINAL,2007,TUNAS AND MACKERELS,SPANISH MACKEREL,604518,15.2,799263,16.5,362544,16.5
FINAL,2007,WRASSES,TAUTOG,36673,85.5,156967,94.2,71200,94.2
FINAL,2008,BARRACUDAS,BARRACUDAS,10877,59.7,103655,57.3,47018,57.3
FINAL,2008,BLUEFISH,BLUEFISH,2855199,13.9,2385349,14,1081987,14
FINAL,2008,CARTILAGINOUS FISHES,DOGFISH SHARKS,20340,69.2,17414,66.5,7899,66.5
FINAL,2008,CARTILAGINOUS FISHES,OTHER SHARKS,5670,60.2,34006,55.2,15425,55.2
FINAL,2008,CARTILAGINOUS FISHES,SKATES/RAYS,14933,100.2,0,.,0,.
FINAL,2008,CATFISHES,FRESHWATER CATFISHES,3052,77.3,5880,93.4,2667,93.4
FINAL,2008,DOLPHINS,DOLPHINS,362023,15.4,3227899,17.3,1464165,17.3
FINAL,2008,DRUMS,ATLANTIC CROAKER,678638,14.8,275052,15.4,124763,15.4
FINAL,2008,DRUMS,BLACK DRUM,925963,22.7,1232589,27.9,559099,27.9
FINAL,2008,DRUMS,KINGFISHES,2783237,11.1,945927,13.2,429069,13.2
FINAL,2008,DRUMS,OTHER DRUM,219048,48.6,266,100.6,121,100.6
FINAL,2008,DRUMS,RED DRUM,112938,17.4,523607,18.6,237507,18.6
FINAL,2008,DRUMS,SILVER PERCH,28028,42.4,5911,43.8,2681,43.8
FINAL,2008,DRUMS,SPOT,3970431,19.7,1382428,20.5,627065,20.5
FINAL,2008,DRUMS,SPOTTED SEATROUT,1372973,14.3,2114130,16.5,958963,16.5
FINAL,2008,DRUMS,WEAKFISH,203779,22,209470,22.8,95015,22.8
FINAL,2008,FLOUNDERS,GULF FLOUNDER,32999,41.5,66939,45.2,30363,45.2
FINAL,2008,FLOUNDERS,OTHER FLOUNDERS,56698,27.1,0,.,0,.
FINAL,2008,FLOUNDERS,SOUTHERN FLOUNDER,349860,16.2,807867,16.5,366446,16.5
FINAL,2008,FLOUNDERS,SUMMER FLOUNDER,88501,17.5,132743,18,60212,18
FINAL,2008,GRUNTS,PIGFISH,478273,21.6,141247,24,64069,24
FINAL,2008,GRUNTS,WHITE GRUNT,204033,32.3,302233,32.9,137092,32.9
FINAL,2008,HERRINGS,HERRINGS,1264532,36.3,176208,26.3,79927,26.3
FINAL,2008,JACKS,BLUE RUNNER,6050,59.1,3685,67,1671,67
FINAL,2008,JACKS,CREVALLE JACK,11095,91.6,3634,83.4,1648,83.4
FINAL,2008,JACKS,FLORIDA POMPANO,404194,21.5,204250,23.4,92647,23.4
FINAL,2008,JACKS,GREATER AMBERJACK,18446,27.4,422220,29.5,191518,29.5
FINAL,2008,JACKS,OTHER JACKS,9707,33.2,39021,35.5,17700,35.5
FINAL,2008,MULLETS,MULLETS,4100614,14.4,2450,63.1,1111,63.1
FINAL,2008,OTHER FISHES,OTHER FISHES,285972,21.7,675778,28.8,306531,28.8
FINAL,2008,PORGIES,OTHER PORGIES,2083,51.8,3765,53.3,1708,53.3
FINAL,2008,PORGIES,PINFISHES,716526,20.7,181552,20,82352,20
FINAL,2008,PORGIES,RED PORGY,69517,26.8,127453,28.1,57812,28.1
FINAL,2008,PORGIES,SHEEPSHEAD,503666,30.2,1007914,33.8,457187,33.8
FINAL,2008,PUFFERS,PUFFERS,490155,29.4,117706,30,53391,30
FINAL,2008,SEA BASSES,BLACK SEA BASS,91097,30.8,119530,30.4,54218,30.4
