Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1987,NORTH CAROLINA,"TUNA, YELLOWFIN",462819,210,558563,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1987,NORTH CAROLINA,TUNAS **,79709,36,87934,Public,Commercial,Thunnus,172418,ACCSPHIST
1987,NORTH CAROLINA,"TURTLES, SNAPPING",8494,4,3301,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1987,NORTH CAROLINA,"VERTEBRATES, JAWED",7750766,3516,446432,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1987,NORTH CAROLINA,WAHOO,15827,7,22721,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1987,NORTH CAROLINA,WEAKFISH,11508389,5220,4255388,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1988,NORTH CAROLINA,ALEWIFE,4191211,1901,502166,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1988,NORTH CAROLINA,AMBERJACKS **,56983,26,12487,Public,Commercial,Seriola,168688,ACCSPHIST
1988,NORTH CAROLINA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",93,0,19,Public,Commercial,Sphyraenidae,170424,ACCSPHIST
1988,NORTH CAROLINA,"BASS, BLACK SEA",1229440,558,1268695,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1988,NORTH CAROLINA,"BASS, STRIPED",115915,53,116776,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1988,NORTH CAROLINA,BLUEFISH,5039039,2286,683232,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1988,NORTH CAROLINA,"BONITO, ATLANTIC",3113,1,526,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1988,NORTH CAROLINA,"CARP, COMMON",21780,10,1162,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1988,NORTH CAROLINA,"CATFISHES, BULLHEAD **",1128613,512,163753,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1988,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",939976,426,6178117,Public,Commercial,Mercenaria,81495,ACCSPHIST
1988,NORTH CAROLINA,COBIA,15690,7,11706,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1988,NORTH CAROLINA,"CONCHS, TRUE **",98774,45,44667,Public,Commercial,Strombus,72555,ACCSPHIST
1988,NORTH CAROLINA,"CRAB, BLUE",35604423,16150,11133064,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1988,NORTH CAROLINA,"CRAB, HORSESHOE",23239,11,11279,Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1988,NORTH CAROLINA,"CROAKER, ATLANTIC",8434415,3826,3542549,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1988,NORTH CAROLINA,CRUSTACEANS **,128876,58,17455,Public,Commercial,Crustacea,83677,ACCSPHIST
1988,NORTH CAROLINA,"CUTLASSFISH, ATLANTIC",1391,1,199,Public,Commercial,Trichiurus lepturus,172385,ACCSPHIST
1988,NORTH CAROLINA,DOLPHINFISH **,56098,25,67622,Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1988,NORTH CAROLINA,"DRUM, BLACK",18187,8,2524,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1988,NORTH CAROLINA,"DRUM, RED",220271,100,125289,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1988,NORTH CAROLINA,"EEL, AMERICAN",57369,26,86532,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1988,NORTH CAROLINA,"FLOUNDER, SOUTHERN",3314027,1503,3584908,Public,Commercial,Paralichthys lethostigma,172738,ACCSPHIST
1988,NORTH CAROLINA,"FLOUNDER, SUMMER",6951749,3153,7152183,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,NORTH CAROLINA,"FLOUNDER, WINTER",1493,1,1035,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1988,NORTH CAROLINA,"FLOUNDER, WITCH",7602,3,3310,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1988,NORTH CAROLINA,GARFISHES **,12449,6,2927,Public,Commercial,Lepisosteidae,161092,ACCSPHIST
1988,NORTH CAROLINA,GOOSEFISH,245995,112,161861,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1988,NORTH CAROLINA,"GROUPER, GAG",197460,90,361286,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1988,NORTH CAROLINA,"GROUPER, RED",28394,13,43014,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1988,NORTH CAROLINA,"GROUPER, SNOWY",63871,29,85135,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1988,NORTH CAROLINA,"GROUPER, WARSAW",1888,1,1998,Public,Commercial,Epinephelus nigritus,167704,ACCSPHIST
1988,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",331089,150,432465,Public,Commercial,Serranidae,167674,ACCSPHIST
1988,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",142716,65,57024,Public,Commercial,Haemulidae,169055,ACCSPHIST
1988,NORTH CAROLINA,"HAKE, SILVER",4395,2,929,Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1988,NORTH CAROLINA,"HAKES, RED AND WHITE **",1370,1,386,Public,Commercial,Urophycis,164729,ACCSPHIST
1988,NORTH CAROLINA,"HARVESTFISH, NORTHERN",242979,110,157380,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1988,NORTH CAROLINA,HARVESTFISHES **,66881,30,29847,Public,Commercial,Peprilus,172564,ACCSPHIST
1988,NORTH CAROLINA,"HIND, RED",4463,2,6956,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1988,NORTH CAROLINA,"HIND, SPECKLED",8621,4,12398,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1988,NORTH CAROLINA,HOGFISH,7243,3,9214,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1988,NORTH CAROLINA,"JACK, CREVALLE",26644,12,4890,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1988,NORTH CAROLINA,KINGFISHES **,503949,229,223357,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1988,NORTH CAROLINA,"MACKEREL, ATLANTIC",657132,298,64335,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1988,NORTH CAROLINA,"MACKEREL, KING AND CERO **",886344,402,1089656,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1988,NORTH CAROLINA,"MACKEREL, SPANISH",438222,199,140815,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1988,NORTH CAROLINA,MENHADENS **,73715713,33437,2566832,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,NORTH CAROLINA,"MULLET, STRIPED",3060829,1388,1634408,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1988,NORTH CAROLINA,OCTOPUSES **,27623,13,21631,Public,Commercial,Octopodidae,82590,ACCSPHIST
1988,NORTH CAROLINA,"OYSTER, EASTERN",897614,407,2127079,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1988,NORTH CAROLINA,"PERCH, WHITE",587228,266,264471,Public,Commercial,Morone americana,167678,ACCSPHIST
1988,NORTH CAROLINA,"PERCH, YELLOW",33506,15,12486,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1988,NORTH CAROLINA,PIGFISH,172735,78,27473,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1988,NORTH CAROLINA,"PINFISH, SPOTTAIL",261,0,118,Public,Commercial,Diplodus holbrookii,169192,ACCSPHIST
1988,NORTH CAROLINA,"POMPANO, FLORIDA",8111,4,8919,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1988,NORTH CAROLINA,PORGIES **,92434,42,85773,Public,Commercial,Sparidae,169180,ACCSPHIST
1988,NORTH CAROLINA,"PORGY, KNOBBED",30123,14,11736,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1988,NORTH CAROLINA,"PORGY, RED",254635,116,242412,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1988,NORTH CAROLINA,"PUFFER, NORTHERN",47975,22,22570,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1988,NORTH CAROLINA,"SCALLOP, ATLANTIC CALICO",668064,303,702134,Public,Commercial,Argopecten gibbus,79734,ACCSPHIST
1988,NORTH CAROLINA,"SCALLOP, BAY",38923,18,73179,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1988,NORTH CAROLINA,"SCALLOP, SEA",1850607,839,6578776,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1988,NORTH CAROLINA,SCAMP,132154,60,236211,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1988,NORTH CAROLINA,SCUP,125817,57,60999,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1988,NORTH CAROLINA,"SEATROUT, SPOTTED",296538,135,247852,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1988,NORTH CAROLINA,"SHAD, AMERICAN",283050,128,171962,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1988,NORTH CAROLINA,"SHAD, GIZZARD",133926,61,6693,Public,Commercial,Dorosoma cepedianum,161737,ACCSPHIST
1988,NORTH CAROLINA,"SHAD, HICKORY",92922,42,28919,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1988,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN",18664,8,18571,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1988,NORTH CAROLINA,"SHARK, THRESHER",8391,4,1854,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1988,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",302372,137,64424,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1988,NORTH CAROLINA,"SHARKS, DOGFISH **",301768,137,36208,Public,Commercial,Squalidae,160604,ACCSPHIST
1988,NORTH CAROLINA,SHEEPSHEAD,63400,29,10946,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1988,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",5315547,2411,11894690,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1988,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",2711663,1230,4386129,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1988,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",83588,38,205223,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1988,NORTH CAROLINA,"SHRIMPS, ROCK **",28412,13,23066,Public,Commercial,Sicyonia,96027,ACCSPHIST
1988,NORTH CAROLINA,SKIPPERS **,9272,4,1350,Public,Commercial,Tylosurus,165570,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPER, BLACKFIN",109,0,194,Public,Commercial,Lutjanus buccanella,168852,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPER, GRAY",240,0,362,Public,Commercial,Lutjanus griseus,168848,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPER, RED",10883,5,27383,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPER, SILK",7534,3,13910,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPER, VERMILION",365158,166,702829,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1988,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",99216,45,214672,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1988,NORTH CAROLINA,SPADEFISH,19801,9,2115,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1988,NORTH CAROLINA,SPOT,3080258,1397,682260,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1988,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",430598,195,83420,Public,Commercial,Loliginidae,82369,ACCSPHIST
1988,NORTH CAROLINA,STURGEONS **,7855,4,4478,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1988,NORTH CAROLINA,SWORDFISH,36972,17,135437,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1988,NORTH CAROLINA,TAUTOG,214,0,46,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1988,NORTH CAROLINA,"TILEFISH, BLUELINE",25639,12,18586,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1988,NORTH CAROLINA,TILEFISHES **,27640,13,19561,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1988,NORTH CAROLINA,TRIGGERFISHES **,51340,23,27008,Public,Commercial,Balistidae,173128,ACCSPHIST
1988,NORTH CAROLINA,"TUNA, BIGEYE",23392,11,105166,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1988,NORTH CAROLINA,"TUNA, BLACKFIN",3242,1,2914,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1988,NORTH CAROLINA,"TUNA, LITTLE TUNNY",106732,48,6092,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1988,NORTH CAROLINA,"TUNA, YELLOWFIN",410837,186,508198,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1988,NORTH CAROLINA,TUNAS **,63529,29,82112,Public,Commercial,Thunnus,172418,ACCSPHIST
1988,NORTH CAROLINA,"VERTEBRATES, JAWED",9870389,4477,465798,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1988,NORTH CAROLINA,WAHOO,19783,9,28099,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1988,NORTH CAROLINA,WEAKFISH,15091878,6846,5220475,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1989,NORTH CAROLINA,ALEWIFE,1491077,676,183842,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1989,NORTH CAROLINA,AMBERJACKS **,63498,29,19970,Public,Commercial,Seriola,168688,ACCSPHIST
1989,NORTH CAROLINA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",974,0,272,Public,Commercial,Sphyraenidae,170424,ACCSPHIST
1989,NORTH CAROLINA,"BASS, BLACK SEA",996352,452,1174020,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1989,NORTH CAROLINA,"BASS, STRIPED",100830,46,101002,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1989,NORTH CAROLINA,BLUEFISH,3291468,1493,587992,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1989,NORTH CAROLINA,"BONITO, ATLANTIC",4422,2,1564,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1989,NORTH CAROLINA,BOWFIN,450,0,23,Public,Commercial,Amia calva,161104,ACCSPHIST
1989,NORTH CAROLINA,"CARP, COMMON",108356,49,10710,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1989,NORTH CAROLINA,"CATFISHES, BULLHEAD **",815657,370,151061,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1989,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",1294628,587,8388051,Public,Commercial,Mercenaria,81495,ACCSPHIST
1989,NORTH CAROLINA,COBIA,14898,7,10921,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1989,NORTH CAROLINA,"CONCHS, TRUE **",48777,22,20319,Public,Commercial,Strombus,72555,ACCSPHIST
1989,NORTH CAROLINA,"CRAB, BLUE",34724673,15751,10357602,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1989,NORTH CAROLINA,"CRAB, HORSESHOE",18845,9,9190,Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1989,NORTH CAROLINA,"CROAKER, ATLANTIC",6824088,3095,3380041,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1989,NORTH CAROLINA,CRUSTACEANS **,6408,3,6698,Public,Commercial,Crustacea,83677,ACCSPHIST
1989,NORTH CAROLINA,"CUTLASSFISH, ATLANTIC",1814,1,276,Public,Commercial,Trichiurus lepturus,172385,ACCSPHIST
1989,NORTH CAROLINA,DOLPHINFISH **,98899,45,117260,Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1989,NORTH CAROLINA,"DRUM, BLACK",21068,10,2653,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1989,NORTH CAROLINA,"DRUM, RED",274356,124,173755,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1989,NORTH CAROLINA,"EEL, AMERICAN",152565,69,254815,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1989,NORTH CAROLINA,"EEL, CONGER",760,0,213,Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1989,NORTH CAROLINA,"FLOUNDER, SOUTHERN",3225955,1463,5267360,Public,Commercial,Paralichthys lethostigma,172738,ACCSPHIST
1989,NORTH CAROLINA,"FLOUNDER, SUMMER",4329403,1964,5707719,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,NORTH CAROLINA,"FLOUNDER, WITCH",2108,1,1162,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1989,NORTH CAROLINA,GARFISHES **,5449,2,4183,Public,Commercial,Lepisosteidae,161092,ACCSPHIST
1989,NORTH CAROLINA,GOOSEFISH,126091,57,78026,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1989,NORTH CAROLINA,"GROUPER, GAG",337862,153,574128,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1989,NORTH CAROLINA,"GROUPER, RED",29241,13,40280,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1989,NORTH CAROLINA,"GROUPER, SNOWY",147062,67,202947,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1989,NORTH CAROLINA,"GROUPER, WARSAW",651,0,846,Public,Commercial,Epinephelus nigritus,167704,ACCSPHIST
1989,NORTH CAROLINA,"GROUPER, YELLOWEDGE",2672,1,4354,Public,Commercial,Epinephelus flavolimbatus,167699,ACCSPHIST
1989,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",127644,58,195477,Public,Commercial,Serranidae,167674,ACCSPHIST
1989,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",174678,79,75336,Public,Commercial,Haemulidae,169055,ACCSPHIST
1989,NORTH CAROLINA,"HAKE, SILVER",5029,2,735,Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1989,NORTH CAROLINA,"HAKES, RED AND WHITE **",3454,2,702,Public,Commercial,Urophycis,164729,ACCSPHIST
1989,NORTH CAROLINA,"HARVESTFISH, NORTHERN",226897,103,134324,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1989,NORTH CAROLINA,HARVESTFISHES **,192277,87,59215,Public,Commercial,Peprilus,172564,ACCSPHIST
1989,NORTH CAROLINA,"HIND, RED",11796,5,17466,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1989,NORTH CAROLINA,"HIND, SPECKLED",6996,3,9409,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1989,NORTH CAROLINA,HOGFISH,9581,4,12200,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1989,NORTH CAROLINA,"JACK, CREVALLE",13581,6,2134,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1989,NORTH CAROLINA,KINGFISHES **,562424,255,334358,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1989,NORTH CAROLINA,"MACKEREL, ATLANTIC",15246,7,1784,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1989,NORTH CAROLINA,"MACKEREL, KING AND CERO **",720401,327,928266,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1989,NORTH CAROLINA,"MACKEREL, SPANISH",589383,267,214563,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1989,NORTH CAROLINA,MENHADENS **,66756288,30280,1808906,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NORTH CAROLINA,"MULLET, STRIPED",2062147,935,1637650,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1989,NORTH CAROLINA,OCTOPUSES **,34277,16,25195,Public,Commercial,Octopodidae,82590,ACCSPHIST
1989,NORTH CAROLINA,"OYSTER, EASTERN",529858,240,1575634,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NORTH CAROLINA,"PERCH, WHITE",295095,134,233886,Public,Commercial,Morone americana,167678,ACCSPHIST
1989,NORTH CAROLINA,"PERCH, YELLOW",64213,29,35827,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1989,NORTH CAROLINA,PIGFISH,199052,90,33409,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1989,NORTH CAROLINA,PINFISH,63337,29,6411,Public,Commercial,Lagodon rhomboides,169187,ACCSPHIST
1989,NORTH CAROLINA,"PINFISH, SPOTTAIL",1478,1,395,Public,Commercial,Diplodus holbrookii,169192,ACCSPHIST
1989,NORTH CAROLINA,"POMPANO, FLORIDA",20799,9,28158,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1989,NORTH CAROLINA,PORGIES **,36331,16,25828,Public,Commercial,Sparidae,169180,ACCSPHIST
1989,NORTH CAROLINA,"PORGY, KNOBBED",32415,15,12971,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1989,NORTH CAROLINA,"PORGY, RED",315773,143,308374,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1989,NORTH CAROLINA,"PUFFER, NORTHERN",153017,69,58728,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1989,NORTH CAROLINA,"RUNNER, BLUE",484,0,91,Public,Commercial,Caranx crysos,168612,ACCSPHIST
1989,NORTH CAROLINA,"SCALLOP, ATLANTIC CALICO",335521,152,469164,Public,Commercial,Argopecten gibbus,79734,ACCSPHIST
1989,NORTH CAROLINA,"SCALLOP, BAY",84474,38,214136,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1989,NORTH CAROLINA,"SCALLOP, SEA",1012748,459,3637606,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,NORTH CAROLINA,SCAMP,116703,53,201699,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1989,NORTH CAROLINA,SCUP,18231,8,11075,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1989,NORTH CAROLINA,"SEATROUT, SPOTTED",451909,205,435504,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1989,NORTH CAROLINA,"SHAD, AMERICAN",323396,147,214896,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1989,NORTH CAROLINA,"SHAD, HICKORY",18510,8,4254,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1989,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN",51253,23,49847,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1989,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",960139,436,448238,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1989,NORTH CAROLINA,SHEEPSHEAD,56940,26,11639,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1989,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",5080970,2305,9105954,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1989,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",3146342,1427,5149390,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1989,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",695510,315,1364989,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1989,NORTH CAROLINA,"SHRIMPS, PENAEOID **",125,0,133,Public,Commercial,Penaeoidea,95601,ACCSPHIST
1989,NORTH CAROLINA,SKIPPERS **,31104,14,4621,Public,Commercial,Tylosurus,165570,ACCSPHIST
1989,NORTH CAROLINA,"SNAPPER, MUTTON",1476,1,2849,Public,Commercial,Lutjanus analis,168849,ACCSPHIST
1989,NORTH CAROLINA,"SNAPPER, RED",39928,18,104656,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1989,NORTH CAROLINA,"SNAPPER, SILK",9939,5,22276,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1989,NORTH CAROLINA,"SNAPPER, VERMILION",504418,229,1028182,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1989,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",30699,14,66742,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1989,NORTH CAROLINA,SPADEFISH,22953,10,2871,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1989,NORTH CAROLINA,SPOT,3254473,1476,787150,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1989,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",845249,383,181041,Public,Commercial,Loliginidae,82369,ACCSPHIST
1989,NORTH CAROLINA,STURGEONS **,6719,3,5169,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1989,NORTH CAROLINA,SWORDFISH,64434,29,277606,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1989,NORTH CAROLINA,TAUTOG,531,0,130,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1989,NORTH CAROLINA,"TILEFISH, BLUELINE",28064,13,24800,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1989,NORTH CAROLINA,"TILEFISH, GOLDEN",61359,28,118856,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1989,NORTH CAROLINA,TILEFISHES **,25657,12,20521,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1989,NORTH CAROLINA,TRIGGERFISHES **,40372,18,25025,Public,Commercial,Balistidae,173128,ACCSPHIST
1989,NORTH CAROLINA,"TUNA, BIGEYE",25991,12,145887,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1989,NORTH CAROLINA,"TUNA, BLACKFIN",2616,1,3212,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1989,NORTH CAROLINA,"TUNA, BLUEFIN",2112,1,30274,Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1989,NORTH CAROLINA,"TUNA, LITTLE TUNNY",104839,48,9253,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1989,NORTH CAROLINA,"TUNA, YELLOWFIN",225325,102,334725,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1989,NORTH CAROLINA,TUNAS **,26721,12,50095,Public,Commercial,Thunnus,172418,ACCSPHIST
1989,NORTH CAROLINA,"TURTLES, SNAPPING",10488,5,2798,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1989,NORTH CAROLINA,"VERTEBRATES, JAWED",5349891,2427,176268,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1989,NORTH CAROLINA,WAHOO,9921,5,15929,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1989,NORTH CAROLINA,WEAKFISH,10115747,4588,4351399,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1989,NORTH CAROLINA,WRECKFISH,218389,99,236091,Public,Commercial,Polyprion americanus,167914,ACCSPHIST
1990,NORTH CAROLINA,ALEWIFE,1157625,525,174259,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1990,NORTH CAROLINA,AMBERJACKS **,85264,39,29922,Public,Commercial,Seriola,168688,ACCSPHIST
1990,NORTH CAROLINA,"BASS, BLACK SEA",1035697,470,1366464,Public,Commercial,Centropristis striata,167687,ACCSPHIST
